https://mtbdatabase.com/bikes/2024/orbea/alma/2024-orbea-alma-h30/,ORBEA ALMA H30,"$1,315.15",2024,Orbea,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025/specialized/stumpjumper/2025-specialized-s-works-stumpjumper-15/,SPECIALIZED S-WORKS STUMPJUMPER 15,"$12,000.00",2025,Specialized,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/canyon/stitched/2024-canyon-stitched-360-pro/,CANYON STITCHED 360 PRO,"$1,534.53",2024,Canyon,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-ari-signal-peak-elite/,ARI SIGNAL PEAK ELITE,"$4,799.00",2025,None,None,"29""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2024-superior-xc-6-5/,SUPERIOR XC 6.5,,2024,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-trek-ticket-dj-framset/,TREK TICKET DJ FRAMSET,"$1,150.62",2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/fuji/nevada/2024-fuji-nevada-27-5-1-7-sram/,FUJI NEVADA 27.5 1.7 SRAM,$749.00,2024,Fuji,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-giant-fathom/,GIANT FATHOM,,2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-kellys-theos-f60-sh-29-27-5-725wh/,"KELLYS THEOS F60 SH 29""""/27.5"" 725WH","$5,483.28",2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024-canfield-lithium-shimano-deore-xt/,CANFIELD LITHIUM SHIMANO DEORE XT,"$6,299.00",2024,None,None,"29""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/rocky-mountain/altitude/2024-rocky-mountain-altitude-carbon-99/,ROCKY MOUNTAIN ALTITUDE CARBON 99,"$10,999.00",2024,Rocky-mountain,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-dartmoor-gamer-pump-24/,DARTMOOR GAMER PUMP 24,,2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-kellys-thorx-30-moonstone-29/,"KELLYS THORX 30 MOONSTONE 29""""","$2,741.09",2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-bergstrom-axv-829-750wh/,BERGSTROM AXV 829 750WH,,2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-oggi-agile-squadra-xx1-axs/,OGGI AGILE SQUADRA XX1 AXS,,2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/saracen/myst/2024-saracen-myst-team/,SARACEN MYST TEAM,"$7,091.64",2024,Saracen,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/knolly/chilcotin/2024-knolly-chilcotin-155-ngx/,KNOLLY CHILCOTIN 155 NGX,"$4,999.00",2024,Knolly,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025/rocky-mountain/instinct/2025-rocky-mountain-instinct-powerplay-sl-alloy-70-bc-edition/,ROCKY MOUNTAIN INSTINCT POWERPLAY SL ALLOY 70 BC EDITION,"$7,999.00",2025,Rocky-mountain,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024-bird-aeris-9-sram-transmission/,BIRD AERIS 9 SRAM TRANSMISSION,"$4,395.00",2024,None,None,"29""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/lapierre/zesty/2024-lapierre-zesty-cf-9-9/,LAPIERRE ZESTY CF 9.9,"$8,006.10",2024,Lapierre,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024-atherton-s-200-3/,ATHERTON S.200.3,"$6,446.83",2024,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-trek-top-fuel-9-gen-4/,TREK TOP FUEL 9 GEN 4,"$4,799.00",2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/pivot/firebird/2024-pivot-firebird-pro-xt-xtr-neo/,PIVOT FIREBIRD PRO XT/XTR NEO,$NAN,2024,Pivot,None,"29""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-tunturi-e-max-ebf600/,TUNTURI E-MAX EBF600,"$5,922.03",2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/saracen/amplitude/2024-saracen-amplitude-cr2-blue/,SARACEN AMPLITUDE CR2 - BLUE,$772.48,2024,Saracen,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/silverback/se-series-fat/2024-silverback-se-series-fat-adventure/,SILVERBACK SE-SERIES FAT ADVENTURE,"$1,315.15",2024,Silverback,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/schwinn/high-timber/2024-schwinn-high-timber-alx-29in/,SCHWINN HIGH TIMBER ALX 29IN,$539.00,2024,Schwinn,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025/polygon/trid/2025-polygon-trid/,POLYGON TRID,"$1,199.00",2025,Polygon,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/bixs/stomp/2024-bixs-stomp-2/,BIXS STOMP 2,,2024,Bixs,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/borealis/flume/2024-borealis-flume-ultimate/,BOREALIS FLUME ULTIMATE,"$2,619.00",2024,Borealis,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-atherton-s-200-3/,ATHERTON S.200 .3,"$5,248.95",2025,None,None,"29"" 27.5""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/bergamont/e-revox/2024-bergamont-e-revox-sport-10/,BERGAMONT E-REVOX SPORT 10,"$5,286.17",2024,Bergamont,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/merida/eone-forty/2024-merida-eone-forty-8000/,MERIDA EONE-FORTY 8000,,2024,Merida,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025/devinci/django/2025-devinci-django-deore-12s/,DEVINCI DJANGO DEORE 12S,"$2,999.00",2025,Devinci,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/tunturi/emax/2024-tunturi-emax-fullfat-ce/,TUNTURI EMAX FULLFAT CE,"$5,812.35",2024,Tunturi,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024-avanti-hammer-1/,AVANTI HAMMER 1,,2024,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/rsd/wildcat/2024-rsd-wildcat-150-aluminum-29in-deore/,RSD WILDCAT 150 ALUMINUM 29IN DEORE,"$4,249.00",2024,Rsd,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/radio/ceptor/2024-radio-ceptor-26/,"RADIO CEPTOR 26""""",,2024,Radio,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/saracen/ariel/2024-saracen-ariel-60-pro-green/,SARACEN ARIEL 60 PRO - GREEN,"$4,512.39",2024,Saracen,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025/trek/slash/2025-trek-slash-9-9-x0-axs-t-type-gen-6/,TREK SLASH 9.9 X0 AXS T-TYPE GEN 6,"$9,399.00",2025,Trek,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/marin/rift-zone/2024-marin-rift-zone-jr-24/,"MARIN RIFT ZONE JR 24""""","$1,699.00",2024,Marin,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/fuji/nevada/2024-fuji-nevada-29-2-0-ltd/,FUJI NEVADA 29 2.0 LTD,$986.09,2024,Fuji,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/cannondale/scalpel-ht/2024-cannondale-scalpel-ht-carbon-1/,CANNONDALE SCALPEL HT CARBON 1,"$6,470.47",2024,Cannondale,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/pivot/mach-6/2024-pivot-mach-6-team-xx-eagle-transmission-w-carbon-wheels/,PIVOT MACH 6 TEAM XX EAGLE TRANSMISSION W/ CARBON WHEELS,"$11,799.00",2024,Pivot,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/radio/dice/2024-radio-dice-14/,"RADIO DICE 14""""",,2024,Radio,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/intense-951/951/2024-intense-951-951-series-trail-udh/,INTENSE 951 951 SERIES TRAIL (UDH),"$4,199.00",2024,Intense-951,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/mongoose/legion/2024-mongoose-legion-l80/,MONGOOSE LEGION L80,$499.00,2024,Mongoose,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025/cube/reaction/2025-cube-reaction-hybrid-performance-625/,"CUBE REACTION HYBRID PERFORMANCE, 625","$2,850.78",2025,Cube,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/superior/exf/2024-superior-exf-9039/,SUPERIOR EXF 9039,"$6,580.16",2024,Superior,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-storck-edrenalin-2-srs-sram-gx-eagle-1x12/,STORCK E:DRENALIN.2 SRS SRAM GX EAGLE 1X12,"$7,677.03",2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/mondraker/prime/2024-mondraker-prime-g4/,MONDRAKER PRIME G4,"$3,996.54",2024,Mondraker,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-yt-jeffsy-core-3-al/,YT INDUSTRIES JEFFSY CORE 3 AL,"$4,499.00",2025,None,None,"29""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/spot/mayhem/2024-spot-mayhem-150-limited-edition-4-star/,SPOT MAYHEM 150 LIMITED EDITION 4-STAR,"$5,899.00",2024,Spot,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/haro/la-bastille/2024-haro-la-bastille-cassette/,HARO LA BASTILLE CASSETTE,$649.00,2024,Haro,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-chromag-signature-frame/,CHROMAG SIGNATURE FRAME,,2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024-canfield-tilt-sram-x01/,CANFIELD TILT SRAM X01,"$6,499.00",2024,None,None,"29""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/state-bicycle-co/free-easy/2024-state-bicycle-co-free-easy-og-klunker-bag-combo/,STATE BICYCLE CO. FREE & EASY OG KLUNKER + BAG COMBO,$499.00,2024,State-bicycle-co,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-pegasus-obiro-evo-9-wave/,PEGASUS OBIRO EVO 9 WAVE,"$3,728.28",2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/pivot/trail-429/2024-pivot-trail-429-brunch-ride-enduro/,PIVOT TRAIL 429 BRUNCH RIDE ENDURO,"$5,199.00",2024,Pivot,None,"29""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/rocky-mountain/slayer/2024-rocky-mountain-slayer-alloy-30-park/,ROCKY MOUNTAIN SLAYER ALLOY 30 PARK,,2024,Rocky-mountain,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/pivot/trail/2024-pivot-trail-429-team-xtr-w-carbon-wheels/,PIVOT TRAIL 429 TEAM XTR W/ CARBON WHEELS,"$9,699.00",2024,Pivot,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024-devinci-troy-aluminum-deore-12s/,DEVINCI TROY ALUMINUM DEORE 12S,"$3,399.00",2024,None,None,"29""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2025/merida/big-nine/2025-merida-big-nine-3000-2/,MERIDA BIG.NINE 3000,,2025,Merida,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/mmr/kenta/2024-mmr-kenta-50/,MMR KENTA 50,"$3,837.97",2024,Mmr,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024-knolly-warden-ltd-gx-eagle-transmission/,KNOLLY WARDEN LTD GX EAGLE TRANSMISSION,"$6,599.00",2024,None,None,"29"" 27.5""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2024-victoria-cysalo-7-diamond/,VICTORIA CYSALO 7 DIAMOND,"$2,850.78",2024,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-bergstrom-atv-969-r-carbon/,BERGSTROM ATV 969 R CARBON,,2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-mmr-akira-00/,MMR AKIRA 00,"$1,040.94",2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-scott-lumen-eride-905/,SCOTT LUMEN ERIDE 905,"$7,499.99",2025,None,None,"29""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/rossignol/enduro/2024-rossignol-enduro-heretic-slx/,ROSSIGNOL ENDURO HERETIC SLX,"$3,799.00",2024,Rossignol,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-ktm-macina-scarp-sx-master/,KTM MACINA SCARP SX MASTER,"$6,909.22",2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-norco-rampage-youth-20/,NORCO RAMPAGE YOUTH 20,$749.00,2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/pivot/trail-429/2024-pivot-trail-429-pro-xt-xtr-neo/,PIVOT TRAIL 429 PRO XT/XTR NEO,$NAN,2024,Pivot,None,"29""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/btwin/20-inch/2024-btwin-kids-20-bmx-age-9-14-wipe-500/,"B’TWIN KIDS' 20"""" BMX AGE 9-14 WIPE 500",$321.12,2024,Btwin,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-trek-rail-8-gen-5/,TREK RAIL+ 8 GEN 5,"$7,128.60",2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-dartmoor-rocbird-junior-27-5-26/,DARTMOOR ROCBIRD JUNIOR 27.5/26,,2025,None,None,"27.5""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2025/yt/capra/2025-yt-industries-capra-29-core-1-al/,YT INDUSTRIES CAPRA 29 CORE 1 AL,"$2,499.00",2025,Yt,None,"29""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-bulls-barbar/,BULLS BARBAR,$602.18,2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025/ktm/ultra/2025-ktm-ultra-1964-comp-29/,KTM ULTRA 1964 COMP 29,"$1,753.90",2025,Ktm,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-kellys-tayen-r90-p-27-5-725wh/,"KELLYS TAYEN R90 P 27.5"""" 725WH","$4,057.34",2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/propain/rage/2024-propain-rage-3-r-cf-mix-factory/,PROPAIN RAGE 3 R CF MIX FACTORY,"$8,104.82",2024,Propain,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/corratec/e-power/2024-corratec-e-power-rs-140-el-elite/,CORRATEC E-POWER RS 140 EL ELITE,,2024,Corratec,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/radio/legion/2024-radio-legion-26/,RADIO LEGION 26,,2024,Radio,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/co-op/drt/2024-co-op-drt-3-1/,CO-OP DRT 3.1,"$2,599.00",2024,Co-op,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025/cube/stereo-hybrid/2025-cube-stereo-hybrid-one22-race-800-allroad/,"CUBE STEREO HYBRID ONE22, RACE 800 ALLROAD","$4,605.78",2025,Cube,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-bergstrom-roots-1/,BERGSTROM ROOTS 1,,2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025/canyon/neuron/2025-canyon-neuron-cf-8/,CANYON NEURON CF 8,"$4,899.00",2025,Canyon,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-canyon-torque-6/,CANYON TORQUE 6,"$3,618.59",2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-bulls-copperhead-evo-29-diamond/,BULLS COPPERHEAD EVO 29 DIAMOND,"$4,496.09",2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/kona/hei-hei/2024-kona-hei-hei-cr/,KONA HEI HEI CR,"$3,699.00",2024,Kona,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/r-raymon/fullray/2024-r-raymon-fullray-130e-5-0/,R RAYMON FULLRAY 130E 5.0,,2024,R-raymon,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/canyon/spectralonfly/2024-canyon-spectralonfly-cf-8/,CANYON SPECTRAL:ONFLY CF 8,"$5,999.00",2024,Canyon,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-tunturi-montana-27-5/,TUNTURI MONTANA 27.5″,$722.84,2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/santa-cruz/nomad/2024-santa-cruz-nomad-carbon-cc-coil-xt-jenson-exclusive/,SANTA CRUZ NOMAD CARBON CC COIL XT JENSON EXCLUSIVE,$NAN,2024,Santa-cruz,None,"29"" 27.5""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2025/cube/stereo-hybrid/2025-cube-stereo-hybrid-one55-c68x-slt-750/,"CUBE STEREO HYBRID ONE55 C:68X, SLT 750","$10,967.66",2025,Cube,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-bulls-lt-evo-cx/,BULLS LT EVO CX,"$3,618.59",2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/haibike/alltrail/2024-haibike-alltrail-9/,HAIBIKE ALLTRAIL 9,"$5,702.66",2024,Haibike,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/r-raymon/trailray/2024-r-raymon-trailray-160e-11-0-se/,R RAYMON TRAILRAY 160E 11.0 SE,"$6,580.16",2024,R-raymon,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/silverback/splash/2024-silverback-splash-comp-gen-3/,SILVERBACK SPLASH COMP (GEN 3),$547.34,2024,Silverback,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-nicolai-saturn-16-mgu/,NICOLAI SATURN 16 MGU,,2025,None,None,"29""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/norco/sight/2024-norco-sight-a2-mx/,NORCO SIGHT A2 MX,"$3,999.00",2024,Norco,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-pegasus-solero-e8-plus-wave/,PEGASUS SOLERO E8 PLUS WAVE,"$3,070.16",2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024-zerode-katipo-trail-deluxe/,ZERODE KATIPO TRAIL DELUXE,,2024,None,None,"29""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/rocky-mountain/instinct/2024-rocky-mountain-instinct-carbon-99/,ROCKY MOUNTAIN INSTINCT CARBON 99,"$10,499.00",2024,Rocky-mountain,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024-bird-aether-9-sram/,BIRD AETHER 9 SRAM,"$3,040.00",2024,None,None,"29""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2024-chromag-monk/,CHROMAG MONK,,2024,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/corratec/e-power/2024-corratec-e-power-x-vert-elite-gent/,CORRATEC E-POWER X VERT ELITE GENT,,2024,Corratec,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/yamaha/ydx-moro/2024-yamaha-ydx-moro-07/,YAMAHA YDX-MORO 07,"$6,399.00",2024,Yamaha,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024-cannondale-trail-1/,CANNONDALE TRAIL 1,$950.00,2024,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024-bird-aether-7-sram/,BIRD AETHER 7 SRAM,"$3,065.00",2024,None,None,"27.5""",None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/yt/decoy/2024-yt-industries-decoy-core-5-cf-mx/,YT INDUSTRIES DECOY CORE 5 CF MX,"$8,499.00",2024,Yt,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-sense-exalt-e-trail-al-race-forty-5/,SENSE EXALT E-TRAIL AL RACE FORTY-5,,2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2025-chromag-signature/,CHROMAG SIGNATURE,,2025,None,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/revel/big-iron/2024-revel-big-iron-sram-gx-eagle-4799/,"REVEL BIG IRON SRAM GX EAGLE, 4,799","$4,799.00",2024,Revel,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/cannondale/scalpel/2024-cannondale-scalpel-carbon-se-ultimate/,CANNONDALE SCALPEL CARBON SE ULTIMATE,"$8,800.00",2024,Cannondale,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/silverback/se-series-fat/2024-silverback-se-series-fat-deluxe/,SILVERBACK SE-SERIES FAT DELUXE,"$1,095.78",2024,Silverback,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/mmr/kenta/2024-mmr-kenta-sl-50/,MMR KENTA SL 50,"$6,031.72",2024,Mmr,None,None,None,,,,,,,,,
https://mtbdatabase.com/bikes/2024/intense/dj/2024-intense-dj-anniversary-edition/,INTENSE DJ ANNIVERSARY EDITION,"$2,099.00",2024,Intense,None,None,None,,,,,,,,,
